,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PCO2,PCO2_FLAG_W,PCO2TMP,PH_SWS,PH_SWS_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,CTDRAW,N2O,N2O_FLAG_W,SALTREF,SALTREF_FLAG_W,HELIUM,HELIUM_FLAG_W,DELO18,DELO18_FLAG_W,CCL4,CCL4_FLAG_W,BTL_DATE,BTL_TIME
1,33RO20131223,       A16S,1.0,2.0,24.0,24.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,     3.9,  26.2239,  36.3097,2.0,  36.3082,2.0,    199.1,2.0,   201.2,2.0,     0.7,2.0,     0.0,2.0,    0.00,2.0,   0.115,2.0,   1.644,3.0,   1.095,3.0,   1.273,3.0,  2065.6,6.0, 2377.43,6.0,-999.0000,9.0, -999.00,8.0388,2.0,       25,-999.000,9.0,  26.2231,2.0,    1.32,2.0,    47.3,2.0,     2.5,  69.22354955,2.0,         6.47,2.0,     3.9,      6.670,3.0,    36.4794,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,706.0
2,33RO20131223,       A16S,1.0,2.0,23.0,23.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,    22.5,  26.2331,  36.3090,2.0,  36.3171,2.0,    199.4,2.0,   201.3,2.0,     0.8,2.0,     0.0,2.0,    0.00,2.0,   0.120,2.0,   1.640,3.0,   1.098,3.0,   1.300,3.0,  2065.9,2.0, 2375.73,2.0,-999.0000,9.0, -999.00,8.0375,2.0,       25,-999.000,9.0,  26.2318,2.0,    1.30,2.0,    43.4,2.0,     2.1,  66.91460738,2.0,         5.16,2.0,    22.5,      6.729,3.0,    36.4884,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,704.0
3,33RO20131223,       A16S,1.0,2.0,22.0,22.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,    47.4,  26.2335,  36.3078,2.0,  36.3080,2.0,      200,2.0,   201.9,2.0,     0.8,2.0,     0.0,2.0,    0.00,2.0,   0.129,2.0,   1.638,3.0,   1.097,3.0,   1.311,3.0,  2066.1,2.0, 2378.84,2.0,-999.0000,9.0, -999.00,8.0396,2.0,       25,-999.000,9.0,  26.2334,2.0,    1.32,2.0,    51.4,2.0,     2.1,   66.7702985,2.0,         5.11,2.0,    47.4,      6.702,3.0,    36.4792,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,702.0
4,33RO20131223,       A16S,1.0,2.0,21.0,21.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,    72.1,  26.2112,  36.3044,2.0,  36.3055,2.0,    200.6,2.0,     201,2.0,     0.8,2.0,     0.0,2.0,    0.00,2.0,   0.137,2.0,   1.638,3.0,   1.094,3.0,   1.274,3.0,  2065.9,2.0, 2375.79,6.0,-999.0000,9.0, -999.00,8.0425,2.0,       25,-999.000,9.0,  26.2092,2.0,    1.35,2.0,    47.2,2.0,     2.4,  66.12090851,2.0,         4.82,2.0,    72.1,      6.746,3.0,    36.4767,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,700.0
5,33RO20131223,       A16S,1.0,2.0,20.0,20.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,    97.5,  24.2160,  36.1165,2.0,  36.1258,2.0,    193.2,2.0,   190.1,2.0,     1.4,2.0,     1.3,2.0,    0.25,2.0,   0.287,2.0,   1.779,3.0,   1.174,3.0,   1.296,3.0,  2083.4,2.0, 2370.16,2.0,-999.0000,9.0, -999.00,7.9991,6.0,       25,-999.000,9.0,  24.1621,2.0,    1.24,2.0,    46.0,2.0,     2.6,    64.244893,2.0,         5.33,2.0,    97.5,      8.374,3.0,    36.2961,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,658.0
6,33RO20131223,       A16S,1.0,2.0,19.0,19.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,   147.3,  15.5167,  35.6384,2.0,  35.6247,2.0,    104.9,2.0,   103.3,2.0,     6.3,2.0,    19.9,2.0,    0.03,2.0,   1.343,2.0,   2.149,3.0,   1.296,3.0,   0.884,3.0,  2192.9,3.0, 2338.25,2.0,-999.0000,9.0, -999.00,7.7105,2.0,       25,-999.000,9.0,  15.4353,2.0,    0.46,2.0,    45.2,2.0,     2.1,  54.41024246,2.0,        23.02,2.0,   147.3,     26.795,3.0,    35.7927,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,656.0
7,33RO20131223,       A16S,1.0,2.0,18.0,18.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,   222.8,  12.0808,  35.1686,2.0,  35.1586,2.0,    109.3,2.0,   108.6,2.0,     9.6,2.0,    24.2,2.0,    0.01,2.0,   1.607,2.0,   2.099,3.0,   1.207,3.0,   0.643,3.0,  2198.4,2.0, 2314.48,2.0,-999.0000,9.0, -999.00,7.6421,2.0,       25,-999.000,9.0,  12.0768,2.0,    0.49,2.0,    24.8,2.0,     2.2,  50.39124001,2.0,         26.6,2.0,   222.8,     29.766,3.0,    35.3244,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,654.0
8,33RO20131223,       A16S,1.0,2.0,17.0,17.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,   296.4,   9.8716,  34.8809,2.0,  34.8809,2.0,      124,2.0,     125,2.0,    12.8,2.0,    26.7,2.0,    0.01,2.0,   1.772,2.0,   2.009,3.0,   1.122,3.0,   0.545,3.0,  2200.8,4.0, 2299.35,2.0,-999.0000,9.0, -999.00,7.6151,2.0,       25,-999.000,9.0,   9.8723,2.0,    0.62,2.0,     9.9,2.0,     2.3,  48.22660673,2.0,        29.15,2.0,   296.4,     28.723,3.0,    35.0454,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,651.0
9,33RO20131223,       A16S,1.0,2.0,16.0,16.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,   406.5,   8.4675,  34.7567,2.0,  34.7520,2.0,     83.8,2.0,    81.4,2.0,    18.0,2.0,    34.6,2.0,    0.01,2.0,   2.242,2.0,   0.973,3.0,   0.532,3.0,   0.155,3.0,  2234.7,6.0, 2295.94,2.0,-999.0000,9.0, -999.00,7.4894,2.0,       25,-999.000,9.0,   8.4655,2.0,    0.34,3.0,   -31.4,2.0,     2.5,  46.09805067,2.0,        37.11,2.0,   406.5,     36.938,3.0,    34.9158,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,648.0
10,33RO20131223,       A16S,1.0,2.0,15.0,15.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,   517.9,   7.1433,  34.6371,2.0,  34.6366,2.0,     93.8,2.0,    88.6,2.0,    21.8,2.0,    36.4,2.0,    0.00,2.0,   2.391,2.0,   0.972,3.0,   0.533,3.0,   0.177,3.0,  2238.1,2.0, 2292.53,2.0,-999.0000,9.0, -999.00,7.5009,3.0,       25,-999.000,9.0,    7.147,2.0,    0.29,3.0,   -61.0,2.0,     2.9,  44.39520582,2.0,         38.6,2.0,   517.9,     37.137,3.0,    34.7999,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,645.0
11,33RO20131223,       A16S,1.0,2.0,14.0,14.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,   647.7,   5.5545,  34.5066,2.0,  34.5046,2.0,    139.4,2.0,   130.5,2.0,    27.3,2.0,    35.3,2.0,    0.00,2.0,   2.393,2.0,   0.456,3.0,   0.242,3.0,   0.047,3.0,  2224.7,2.0, 2295.58,2.0,-999.0000,9.0, -999.00,7.521,2.0,       25,-999.000,9.0,   5.5535,2.0,    0.62,2.0,   -96.2,2.0,     2.0,  42.63463742,2.0,        37.79,2.0,   647.7,     27.461,3.0,    34.6673,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,642.0
12,33RO20131223,       A16S,1.0,2.0,13.0,13.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,   791.9,   4.6390,  34.4845,2.0,  34.4826,2.0,    158.6,2.0,   148.5,2.0,    32.5,2.0,    34.8,2.0,    0.00,2.0,   2.398,2.0,   0.246,3.0,   0.130,3.0,   0.000,3.0,  2224.3,2.0, 2298.57,2.0,-999.0000,9.0, -999.00,7.536,2.0,       25,-999.000,9.0,   4.6377,2.0,    0.64,2.0,   -96.3,2.0,     2.0,  42.02132465,2.0,        37.12,2.0,   791.9,     25.198,3.0,    34.6452,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,638.0
13,33RO20131223,       A16S,1.0,2.0,12.0,12.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,  1047.4,   4.2414,  34.6431,2.0,  34.6429,2.0,    163.9,2.0,   163.7,2.0,    32.9,2.0,    31.9,2.0,    0.00,2.0,   2.207,2.0,   0.048,3.0,   0.024,3.0,   0.000,3.0,  2219.7,2.0, 2308.62,2.0,-999.0000,9.0, -999.00,7.5736,2.0,       25,-999.000,9.0,   4.2415,2.0,    0.65,2.0,  -108.6,2.0,     2.0,  41.16268679,2.0,        34.48,2.0,  1047.4,     22.680,3.0,    34.8062,6.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,633.0
14,33RO20131223,       A16S,1.0,2.0,11.0,11.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,  1347.9,   4.3278,  34.8700,2.0,  34.8698,2.0,    197.4,2.0,   197.1,2.0,    24.6,2.0,    26.0,2.0,    0.00,2.0,   1.777,2.0,   0.095,3.0,   0.050,3.0,   0.000,3.0,  2197.2,2.0, 2311.15,2.0,-999.0000,9.0, -999.00,7.6503,2.0,       25,-999.000,9.0,   4.3278,2.0,    0.73,2.0,   -94.2,2.0,     3.4,  41.48738178,2.0,        28.45,2.0,  1347.9,     18.776,3.0,    35.0342,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,627.0
15,33RO20131223,       A16S,1.0,2.0,10.0,10.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,  1747.8,   3.8921,  34.9665,2.0,  34.9664,2.0,    238.6,2.0,   238.3,2.0,    20.0,2.0,    20.8,2.0,    0.00,2.0,   1.404,2.0,   0.254,3.0,   0.134,3.0,   0.047,3.0,  2175.3,2.0, 2300.88,4.0,-999.0000,9.0, -999.00,7.7132,2.0,       25,-999.000,9.0,   3.8932,2.0,    0.92,2.0,   -78.2,2.0,     3.1,  42.29551154,2.0,         23.1,2.0,  1747.8,     14.926,3.0,    35.1313,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,619.0
16,33RO20131223,       A16S,1.0,2.0,9.0,9.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,  2147.8,   3.2522,  34.9412,2.0,  34.9420,2.0,    242.7,2.0,   243.6,2.0,    27.8,2.0,    21.0,2.0,    0.00,2.0,   1.424,2.0,   0.111,3.0,   0.057,3.0,   0.011,3.0,  2178.7,2.0,  2326.1,2.0,-999.0000,9.0, -999.00,7.7222,2.0,       25,-999.000,9.0,   3.2522,2.0,    1.03,2.0,   -95.2,2.0,     1.9,  42.05740188,2.0,        23.51,2.0,  2147.8,     14.623,3.0,    35.1068,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,611.0
17,33RO20131223,       A16S,1.0,2.0,8.0,8.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,  2597.5,   2.8568,  34.9202,2.0,  34.9188,2.0,    242.6,2.0,   242.3,2.0,    35.8,2.0,    21.7,2.0,    0.00,2.0,   1.478,2.0,   0.040,3.0,   0.021,3.0,   0.000,3.0,  2186.9,2.0, 2321.39,3.0,-999.0000,9.0, -999.00,7.7192,2.0,       25,-999.000,9.0,   2.8564,2.0,    0.90,3.0,  -104.4,2.0,     2.3,  41.55232078,2.0,        23.69,2.0,  2597.5,     14.617,3.0,    35.0835,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,602.0
18,33RO20131223,       A16S,1.0,2.0,7.0,7.0,3.0,20131226.0,459.0,-6.0016,-24.9998,       5809,  3097.5,   2.6784,  34.9194,2.0,  34.9176,2.0,    251.1,2.0,   251.7,2.0,    33.6,2.0,    20.6,2.0,    0.00,3.0,   1.408,3.0,   0.132,3.0,   0.069,3.0,   0.000,3.0,  2181.8,2.0, 2327.99,2.0,-999.0000,9.0, -999.00,7.726,2.0,       25,-999.000,9.0,   2.6787,2.0,    1.00,2.0,   -96.7,2.0,     1.9,  40.65039024,2.0,        22.62,2.0,  3097.5,     14.163,3.0,    35.0823,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,553.0
19,33RO20131223,       A16S,1.0,2.0,6.0,6.0,3.0,20131226.0,459.0,-6.0016,-24.9998,       5809,  3598.4,   2.4902,  34.9073,2.0,  34.9727,4.0,    255.1,2.0,   235.6,4.0,    31.6,2.0,    20.3,2.0,    0.01,4.0,   1.392,4.0,   0.255,3.0,   0.141,3.0,   0.062,3.0,  2181.4,2.0, 2326.59,2.0,-999.0000,9.0, -999.00,7.7251,2.0,       25,-999.000,9.0,   2.4903,2.0,    0.96,2.0,   -91.2,2.0,     2.8,  40.46278869,2.0,        22.79,2.0,  3598.4,     15.213,3.0,    35.1377,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,544.0
20,33RO20131223,       A16S,1.0,2.0,5.0,5.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,  4098.5,   1.8197,  34.8364,2.0,  34.8340,2.0,    242.3,2.0,   243.2,2.0,    63.3,2.0,    24.1,2.0,    0.00,2.0,   1.669,2.0,   0.075,3.0,   0.042,3.0,   0.000,3.0,  2209.8,2.0, 2344.81,6.0,-999.0000,9.0, -999.00,7.6951,2.0,       25,-999.000,9.0,   1.8196,2.0,    0.84,2.0,  -108.3,2.0,     2.0,  40.46278869,2.0,        26.56,2.0,  4098.5,     15.402,3.0,    34.9982,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,534.0
21,33RO20131223,       A16S,1.0,2.0,4.0,4.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,    4598,   0.9865,  34.7443,2.0,  34.7432,2.0,    225.6,2.0,   226.4,2.0,   100.9,2.0,    29.4,2.0,    0.00,2.0,   2.057,2.0,   0.042,3.0,   0.024,3.0,   0.000,3.0,  2247.6,2.0, 2364.87,2.0,-999.0000,9.0, -999.00,7.6419,6.0,       25,-999.000,9.0,   0.9866,2.0,    0.64,2.0,  -137.9,2.0,     2.2,  40.19581726,2.0,        31.85,2.0,  4598.0,     17.354,3.0,    34.9071,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,524.0
22,33RO20131223,       A16S,1.0,2.0,3.0,3.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,  5097.2,   0.7993,  34.7170,2.0,  34.7167,2.0,    220.1,2.0,   221.9,2.0,   110.7,2.0,    30.7,2.0,    0.00,2.0,   2.148,2.0,   0.100,3.0,   0.052,3.0,   0.038,3.0,  2256.6,2.0, 2371.15,2.0,-999.0000,9.0, -999.00,7.6258,2.0,       25,-999.000,9.0,   0.7995,2.0,    0.58,2.0,  -145.3,2.0,     2.1,  39.92163037,2.0,        32.86,2.0,  5097.2,     17.941,3.0,    34.8804,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,515.0
23,33RO20131223,       A16S,1.0,2.0,2.0,2.0,2.0,20131226.0,459.0,-6.0016,-24.9998,       5809,  5597.3,   0.7292,  34.7031,2.0,  34.7024,2.0,    219.8,2.0,   219.9,2.0,   115.8,2.0,    31.3,2.0,    0.00,2.0,   2.194,2.0,   0.128,3.0,   0.063,3.0,   0.074,3.0,  2259.6,2.0,  2367.5,2.0,-999.0000,9.0, -999.00,7.6262,2.0,       25,-999.000,9.0,   0.7292,2.0,    0.55,2.0,  -156.2,2.0,     2.5,  39.61858171,2.0,        33.94,2.0,  5597.3,     18.306,3.0,    34.8661,6.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,505.0
24,33RO20131223,       A16S,1.0,2.0,1.0,1.0,3.0,20131226.0,459.0,-6.0016,-24.9998,       5809,  5904.3,   0.7651,  34.7023,2.0,  34.7049,2.0,    219.9,2.0,   220.9,2.0,   115.6,2.0,    31.3,2.0,    0.00,3.0,   2.192,3.0,   0.142,3.0,   0.072,3.0,   0.032,3.0,  2260.5,2.0, 2370.05,2.0,-999.0000,9.0, -999.00,7.5594,4.0,       25,-999.000,9.0,   0.7651,2.0,    0.54,2.0,  -149.3,2.0,     1.9,  39.66908982,2.0,        33.92,2.0,  5904.3,     18.337,3.0,    34.8686,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,459.0
25,33RO20131223,       A16S,2.0,1.0,24.0,24.0,2.0,20131226.0,1217.0,-6.4977,-24.9999,       5628,     3.1,  26.2387,  36.2430,2.0,  36.2424,2.0,    201.5,2.0,   202.1,2.0,     1.2,2.0,     0.0,2.0,    0.01,2.0,   0.107,2.0,   1.646,3.0,   1.095,3.0,   1.311,3.0,  2060.1,6.0, 2374.93,2.0,-999.0000,9.0, -999.00,8.0458,2.0,       25,-999.000,9.0,  26.2463,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,     3.1,      6.626,3.0,    36.4133,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,1421.0
26,33RO20131223,       A16S,2.0,1.0,23.0,23.0,2.0,20131226.0,1217.0,-6.4977,-24.9999,       5628,    27.9,  26.1705,  36.2402,2.0,  36.2394,2.0,    202.2,2.0,   202.2,2.0,     1.2,2.0,     0.0,2.0,    0.00,2.0,   0.115,2.0,   1.648,3.0,   1.094,3.0,   1.306,3.0,  2060.5,2.0, 2375.12,6.0,-999.0000,9.0, -999.00,8.0427,2.0,       25,-999.000,9.0,   26.169,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,    27.9,      6.581,3.0,    36.4103,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,1419.0
27,33RO20131223,       A16S,2.0,1.0,22.0,22.0,3.0,20131226.0,1217.0,-6.4977,-24.9999,       5628,    67.9,  26.1326,  36.2369,2.0,  36.2353,2.0,    201.5,2.0,   202.3,2.0,     1.2,2.0,     0.0,2.0,    0.00,3.0,   0.124,3.0,   1.648,3.0,   1.095,3.0,   1.295,3.0,  2060.6,2.0, 2374.94,2.0,-999.0000,9.0, -999.00,8.0409,6.0,       25,-999.000,9.0,  26.1205,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,    67.9,      6.611,3.0,    36.4061,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,1417.0
28,33RO20131223,       A16S,2.0,1.0,21.0,21.0,2.0,20131226.0,1217.0,-6.4977,-24.9999,       5628,   107.1,  22.8199,  36.1452,2.0,  36.1454,2.0,    168.2,2.0,   170.3,2.0,     1.9,2.0,     4.4,2.0,    0.66,2.0,   0.462,2.0,   1.863,3.0,   1.207,3.0,   1.288,3.0,  2108.6,2.0, 2369.58,2.0,-999.0000,9.0, -999.00,7.9505,2.0,       25,-999.000,9.0,  22.8299,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,   107.1,     11.100,3.0,    36.3158,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,1415.0
29,33RO20131223,       A16S,2.0,1.0,20.0,20.0,2.0,20131226.0,1217.0,-6.4977,-24.9999,       5628,   172.4,  15.2580,  35.6092,2.0,  35.6393,4.0,      112,2.0,   112.6,2.0,     6.0,2.0,    18.7,2.0,    0.02,2.0,   1.261,2.0,   2.157,3.0,   1.297,3.0,   0.933,3.0,  2185.1,2.0, 2341.78,2.0,-999.0000,9.0, -999.00,7.7286,2.0,       25,-999.000,9.0,   15.366,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,   172.4,     25.312,3.0,    35.8074,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,1412.0
30,33RO20131223,       A16S,2.0,1.0,19.0,19.0,2.0,20131226.0,1217.0,-6.4977,-24.9999,       5628,   257.5,  10.8796,  35.0258,2.0,  35.0261,2.0,     92.4,2.0,    92.3,2.0,    11.4,2.0,    27.7,2.0,    0.01,2.0,   1.799,2.0,   1.818,3.0,   1.018,3.0,   0.459,3.0,  2211.6,2.0, 2308.44,2.0,-999.0000,9.0, -999.00,7.585,2.0,       25,-999.000,9.0,  10.8764,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,   257.5,     35.037,3.0,    35.1913,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,1410.0
31,33RO20131223,       A16S,2.0,1.0,18.0,18.0,2.0,20131226.0,1217.0,-6.4977,-24.9999,       5628,   367.8,   9.2106,  34.8337,2.0,  34.8338,2.0,     75.2,2.0,    75.6,2.0,    15.5,2.0,    32.9,2.0,    0.01,2.0,   2.123,2.0,   1.137,3.0,   0.626,3.0,   0.194,3.0,  2231.1,2.0, 2301.67,2.0,-999.0000,9.0, -999.00,7.5077,2.0,       25,-999.000,9.0,   9.2046,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,   367.8,     38.239,3.0,    34.9981,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,1407.0
32,33RO20131223,       A16S,2.0,1.0,17.0,17.0,2.0,20131226.0,1217.0,-6.4977,-24.9999,       5628,   437.6,   8.3815,  34.7511,2.0,  34.7542,2.0,       74,2.0,    73.7,2.0,    17.9,2.0,    34.9,2.0,    0.01,2.0,   2.263,2.0,   0.873,3.0,   0.480,3.0,   0.150,3.0,  2236.5,6.0, 2296.58,2.0,-999.0000,9.0, -999.00,7.4766,2.0,       25,-999.000,9.0,    8.372,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,   437.6,     37.594,3.0,    34.9181,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,1405.0
33,33RO20131223,       A16S,2.0,1.0,16.0,16.0,2.0,20131226.0,1217.0,-6.4977,-24.9999,       5628,   598.6,   6.4535,  34.5774,2.0,  34.5734,2.0,    101.8,2.0,   102.5,2.0,    23.3,2.0,    36.0,2.0,    0.00,2.0,   2.385,2.0,-999.000,5.0,-999.000,5.0,-999.000,5.0,  2232.1,2.0, 2297.91,2.0,-999.0000,9.0, -999.00,7.493,6.0,       25,-999.000,9.0,   6.4476,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,   598.6,     -999.0,5.0,    34.7365,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,1401.0
34,33RO20131223,       A16S,2.0,1.0,15.0,15.0,2.0,20131226.0,1217.0,-6.4977,-24.9999,       5628,   773.7,   4.7075,  34.4679,2.0,  34.4658,2.0,    152.9,2.0,   152.1,2.0,    31.2,2.0,    34.2,2.0,    0.00,2.0,   2.340,2.0,   0.409,3.0,   0.217,3.0,   0.052,3.0,  2218.3,2.0, 2299.74,6.0,-999.0000,9.0, -999.00,7.5477,2.0,       25,-999.000,9.0,   4.7093,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,   773.7,     24.717,3.0,    34.6284,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,1357.0
35,33RO20131223,       A16S,2.0,1.0,14.0,14.0,2.0,20131226.0,1217.0,-6.4977,-24.9999,       5628,   924.1,   4.2572,  34.5286,2.0,  34.5285,2.0,    160.1,2.0,   158.1,2.0,    34.4,2.0,    33.5,2.0,    0.00,2.0,   2.304,2.0,-999.000,5.0,-999.000,5.0,-999.000,5.0,  2220.5,2.0, 2305.95,2.0,-999.0000,9.0, -999.00,7.555,2.0,       25,-999.000,9.0,   4.2572,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,   924.1,     -999.0,5.0,    34.6913,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,1353.0
36,33RO20131223,       A16S,2.0,1.0,13.0,13.0,2.0,20131226.0,1217.0,-6.4977,-24.9999,       5628,  1100.7,   4.2887,  34.6890,2.0,  34.6912,2.0,    168.2,2.0,   167.9,2.0,    30.9,2.0,    30.7,2.0,    0.01,2.0,   2.132,2.0,   0.051,3.0,   0.028,3.0,   0.021,3.0,  2213.4,2.0, 2306.08,2.0,-999.0000,9.0, -999.00,7.5914,2.0,       25,-999.000,9.0,   4.2893,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,  1100.7,     22.273,3.0,    34.8548,6.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,1349.0
37,33RO20131223,       A16S,2.0,1.0,12.0,12.0,2.0,20131226.0,1217.0,-6.4977,-24.9999,       5628,  1249.7,   4.3400,  34.8211,2.0,  34.8205,2.0,    187.2,2.0,   187.1,2.0,    26.1,2.0,    27.3,2.0,    0.00,2.0,   1.879,2.0,-999.000,5.0,-999.000,5.0,-999.000,5.0,  -999.0,9.0, -999.00,9.0,-999.0000,9.0, -999.00,-999.0,9.0,  -999.00,-999.000,9.0,   4.3398,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,  1249.7,     -999.0,5.0,    34.9847,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,1345.0
38,33RO20131223,       A16S,2.0,1.0,11.0,11.0,2.0,20131226.0,1217.0,-6.4977,-24.9999,       5628,  1399.8,   4.3139,  34.9062,2.0,  34.9076,2.0,    207.9,2.0,   207.5,2.0,    22.1,2.0,    24.3,2.0,    0.00,2.0,   1.642,2.0,   0.140,3.0,   0.077,3.0,   0.022,3.0,  2188.2,2.0, 2304.61,2.0,-999.0000,9.0, -999.00,7.6693,2.0,       25,-999.000,9.0,   4.3141,2.0, -999.00,9.0,  -999.0,9.0,  -999.0,-999.00000000,9.0,-999.00000000,9.0,  1399.8,     17.892,3.0,    35.0722,2.0,     -999.0,9.0,         -999.0,9.0,  -999.0,9.0,20131226.0,1341.0
